,buyers,contract_value,suppliers
26320,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,0,ANGELINA APARICIO RODRIGUEZ
26322,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,HUGO RANGEL VERDEJA
26323,Instituto Nacional de Migración,0,SERVICIOS ACELEY SA DE CV
26326,Instituto Mexicano de Cinematografía,298114.2,OFFSET REBOSAN SA DE CV
26328,Secretaría de Comunicaciones y Transportes,0,RED INGENIERIA Y ENTORNO AMBIENTAL SA DE CV
26331,Consejo Nacional de Evaluación de la Política de Desarrollo Social,371475.59,PROFESIONALES ESPECIALIZADOS EN TELECOMUNICACIONES SA DE CV
26333,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,23204.64,GRUPO SEYPRO S.A. DE C.V.
26335,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JESUS DAVID RUIZ BARRERAS
26338,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,SEGURIDAD INDUSTRIAL Y FERRETERIA LAMAR SA DE CV
26339,Instituto de Administración y Avalúos de Bienes Nacionales,0,CELESTE VALUACIONES SA DE CV
26340,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,ISMENEN DULCE ESCOTO VELAZQUEZ
26343,Secretaría de Comunicaciones y Transportes,0,DISTRIBUIDORA MERCANTIL DE TABASCO SA DE CV
26345,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
26347,Instituto Nacional de Migración,0,JAVIER ACOPA GUTIERREZ
26351,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,108000,GRUPO FARMACOS ESPECIALIZADOS S.A. DE C.V.
26352,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
26358,Comisión Nacional Bancaria y de Valores,0,COMERCIALIZADORA VICABE SA DE CV
26359,Comisión Nacional del Agua,0,DRAGADOS Y URBANIZACIONES SIGLO 21 SA DE CV 
26360,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26364,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,97500,PERLA ADRIANA CIGARROA VAZQUEZ
26371,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",0,MIGUEL ANGEL CARDENAS CEDEÑO
26375,Instituto de Administración y Avalúos de Bienes Nacionales,0,RAFAEL LEON GUZMAN
26378,Secretaría de la Función Pública,0,DAVID MARTINEZ NOLASCO
26380,Secretaría de la Función Pública,0,MA ELENA ESCALANTE OLIVAN
26381,Secretaría de Marina,0,COMERCIAL ROSHFRANS SA DE CV
26383,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",40600,LUX BOREAL AC
26384,Servicios de Atención Psiquiátrica,0,COMERCIALIZADORA RIVAS M&G SA DE CV
26387,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,107499.97,PROVEEDORA PAPELERA COMPUTACIONAL LA SEVILLANA S.A. DE C.V.
26389,"Hospital General de México ""Dr. Eduardo Liceaga""",173014,SIVTA HOMECARE SA DE CV
26390,"FONATUR Mantenimiento Turístico, S.A. de C.V.",63512.9,"INSTALAMOS EN TODAS PARTES, S.A. DE C.V."
26391,Procuraduría General de la República,0,GRUPO EMSISE SA DE CV
26393,Dirección General para África y Medio Oriente,3163752.2,"ACTIDEA, S. A. DE C. V."
26397,Secretaría de Comunicaciones y Transportes,0,FERRETERIA GUADALAJARA SA DE CV
26398,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,ALEJANDRO CASTRO CERVANTES
26399,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,DAMARIS ALVARADO DIAZ
26401,Secretaría de Comunicaciones y Transportes,0,SERPROTIMEX
26402,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,VIRGILIO TORRES MATEOS
26403,"Hospital General de México ""Dr. Eduardo Liceaga""",322354.16,"VERSATIL PUNTO COM, S A DE C V"
26404,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
26405,Comisión Federal para la Protección contra Riesgos Sanitarios,0,GASIPO SA DE CV
26407,Comisión Nacional de Acuacultura y Pesca,0,SERVICIOS GENERALES INDUSTRIALES Y DRAGADOS DEL CENTRO SA DE CV
26408,Secretaría de la Defensa Nacional,0,COMERCIALIZACION DE BIENES Y SERVICIOS EL PUERTO SA DE CV
26409,Servicio de Administración Tributaria,160428.63,METRIKA LAB INTERNACIONAL SA DE CV
26412,Comisión Nacional Bancaria y de Valores,0,BAUTISTA NAVA EUGENIO MIGUEL ARTURO
26413,Instituto Nacional de Migración,0,JHOANA GRACIELA DIAZ HADAD
26417,Secretaría de Comunicaciones y Transportes,0,MANUFACTURAS RUBEN'S SA DE CV
26420,Instituto Nacional de Desarrollo Social,0,ANDRES ROJAS SALINAS
26423,Secretaría de Comunicaciones y Transportes,0,EFECTIVALE S DE RL DE CV
26424,Secretaría de Comunicaciones y Transportes,0,HAFE CONSTRUCCIONES Y URBANIZACIONES DEL POTOSI SA DE CV
26425,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,GRUPO ESPECIALIZADO DE SERVICIOS SCORPION SA DE CV
26430,Secretaría de la Defensa Nacional,0,"FRIDMAY, S.A. de C.V."
26431,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
26434,Instituto Nacional de Pediatría,55390,INSTRUMENTACION MEDICA SA DE CV
26436,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,PEDRO HUSSEIN LASES MENDOZA
26437,Instituto de Administración y Avalúos de Bienes Nacionales,0,GLOBAL APPRAISALS SA DE CV
26441,Secretaría de Relaciones Exteriores,0,LIZETH ESTRADA PONTIFES
26442,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,96750,MEDICAL PHARMACEUTICA SA DE CV
26444,Instituto Nacional de Migración,0,SIS OPERACIONES SA DE CV
26445,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
26446,Servicio de Administración Tributaria,0,METRIKA LAB INTERNACIONAL SA DE CV
26447,Hospital Infantil de México Federico Gómez,493000,"HI TEC MEDICAL, S.A. DE C.V."
26451,Instituto Nacional de Migración,0,JHOANA GRACIELA DIAZ HADAD
26452,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
26454,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,MANUELA VERONICA GALLEGOS ALVAREZ
26456,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26457,Secretaría de Cultura,0,RICARDO RODRIGUEZ DURAN
26459,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JUAN FRANCISCO MARTINEZ LAVIN
26460,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,KARINA MENDOZA LOPEZ
26464,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",3728.76,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV
26465,Servicio de Administración Tributaria,10440,GRUAS FLETES Y MANIOBRAS SA DE CV
26467,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,YASMIN RAMIREZ ARIAS
26470,Centro SCT Zacatecas,4298531.26,CONSTRUCTORA ALER SA DE CV
26472,Secretaría de Economía,0,ZIMAT CONSULTORES COMUNICACION TOTAL SA DE CV
26474,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,ANA CRISTINA HERNANDEZ GARCIA
26475,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JOSE JAVIER MALDONADO GANDARA
26476,Instituto de Administración y Avalúos de Bienes Nacionales,0,INVERTIERRA SISTEMAS DE VALUACION SC
26478,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,MARIA DEL CARMEN BOJORQUEZ ROBLES
26479,Secretaría de Desarrollo Social,0,TURISMO Y CONVENCIONES SA DE CV
26480,Comisión Nacional Bancaria y de Valores,0,ESQUEDA HERNANDEZ IRMA GABRIELA
26481,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,ANDRES GOMEZ BUENO
26482,Comisión Nacional Bancaria y de Valores,0,TERESA VICTORIA DIAZ BECERRIL
26483,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",156665.6,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV
26485,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JORGE CARLOS GARCIA NIETO
26486,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,YOLANDA MARTINEZ PEREZ
26491,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,IGOR OLAF NEVEU DIEZ
26492,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,HEIDI RUBI HERNANDEZ ORTIZ
26493,Secretaría de Desarrollo Social,0,"DESARROLLADORA ARCEN, S.A. DE C.V."
26495,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,BEATRIZ DEL ANGEL VILLEDA
26496,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,ELIZABETH LANDA MENDEZ
26505,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,IGNACIO HERNANDEZ MEDINA
26508,Centro SCT Quintana Roo,7108686.93,IRS GENAM S. DE R.L. DE C.V.
26509,Dirección General de Industria Militar,2096.12,"SALER SAMI, S.A. DE C.V."
26511,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26516,Instituto Mexicano de Cinematografía,94912.44,_ _ _
26517,Secretaría de Desarrollo Social,0,COMUNICACION EXTENSA SC
26518,Instituto Nacional de Medicina Genómica,13951.83,ACCESORIOS PARA LABORATORIOS  S.A. DE C.V.
26520,Secretaría de Cultura,0,NANCY PATRICIA LOPEZ SARMIENTO
26521,Secretaría de la Función Pública,0,JULIO CARLOS PEREZ HERNANDEZ
26523,Instituto Nacional de Cardiología Ignacio Chávez,62819.8,ABALAT SA DE CV
26527,Comisión Nacional del Agua,216655.74,AGENCIA DE VIAJES CARMEN  S. DE R.L. DE C.V.
26531,Procuraduría General de la República,0,MANUEL ESTEBAN SIERRA ACAL
26538,XE-IPN Canal 11,0,MONTSERRAT FLORES SANTIAGO
26539,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26540,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
26541,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,OMAR JUAREZ VAZQUEZ
26545,Secretaría de la Función Pública,0,BRENDA LIZBETH RAMIREZ CRUZ
26547,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,VICTOR MANUEL RIVERA GARCIA
26550,XE-IPN Canal 11,0,SOFIA ANGELICA RUIZ MARTINEZ
26551,Comisión Nacional del Agua,0,CONSTRUCCIONES Y PERFORACIONES MARPEC SA DE CV
26552,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
26554,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JAIME IGNACIO VALLE MUÑOZ
26557,Secretaría de Desarrollo Social,0,CIUDAD CHILANGO SA DE CV
26558,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,LUZ ADRIANA TORRES PONCE
26560,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
26562,Secretaría de Desarrollo Social,0,"SEGUROS SURA, S.A. DE C.V."
26565,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
26566,Comisión Nacional de Seguridad Nuclear y Salvaguardias,0,WOLTERS KLUWER HEALTH PROFESSIONAL & EDUCATION
26567,Archivo General de la Nación,5412650.43,"INTEGRACIÓN DE SERVICIOS Y EJECUCIONES DE OBRAS DE EDIFICACIÓN, S.A DE C.V."
26568,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26570,Secretaría del Trabajo y Previsión Social,0,VICTOR RAFAEL HERNANDEZ TORRES
26573,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,21175,LABORATORIOS SILANES  S.A. DE C.V.
26574,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,DANIEL DAVID ESCALANTE RIVERA
26575,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,ELIZABETH CORTES VIVEROS
26576,Instituto Mexicano de la Radio,23200,TOTAL PLAY TELECOMUNICACIONES SA DE CV
26577,Secretaría de Economía,0,BUNKER PROTECCION Y SERVICIOS SA DE CV
26578,Secretaría de Cultura,0,Elena Navarro Diez
26580,Secretaría de Cultura,0,EDUARDO GERARDO VAZQUEZ MARTINEZ
26582,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,JOSE DE JESUS AVITIA ANDRADE
26583,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,CYNTIA IVETH HERNANDEZ TISCAREÑO
26584,Comisión Nacional del Agua,0,"DRAGADOS, DESAZOLVES Y CAMINOS SA DE CV"
26588,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,ISRAEL TAFOYA VARGAS
26589,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
26591,Instituto de Administración y Avalúos de Bienes Nacionales,0,MAF VALUACION Y SERVICIO SA DE CV
26594,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,LEYDIANA MONTES FAJARDO
26596,Secretaría de Salud,0,OLIVER DAVID AJZENMAN RAMIREZ
26597,Instituto Mexicano del Transporte,0,Jesús Trejo Hernández
26598,Instituto Nacional de Bellas Artes y Literatura,61199.41,AXTEL S A B DE C V
26607,delegación Federal en el Estado de Nuevo León,31623.92,PLANET SOLUCION SA DE CV
26609,Presidencia de la República,0,"REDES, ARCOS Y NODOS S A P I DE CV"
26611,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
26613,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
26614,Secretaría de Desarrollo Social,0,AEROVIAS DE MEXICO
26617,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
26619,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
26622,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,MARIANA CARMONA GRIJALVA
26623,Secretaría de la Función Pública,0,YADIRA OROZCO GUEVARA
26624,Agencia Nacional de Seguridad Industrial y de Protección al Medio Ambiente del Sector Hidrocarburos,3909069.5,"SISTEMAS DE INFORMACIÓN GEOGRAFICA, S.A DE C.V"
26628,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,DULCE MARIA RIVERA VELAZQUEZ
26630,Comisión Nacional del Agua,0,"CONSTRUCTORA PAREYA, SA"
26632,Centro SCT Hidalgo,4896205.3,INGENIEROS CONSTRUCTORES DE LA SIERRA S.A. DE C.V.
26633,Secretaría de Comunicaciones y Transportes,0,GON-JAI GROUP SA DE CV
26634,Centro SCT Coahuila,3167873.68,LOGISTICA AMBIENTAL EN SUPERVISION EN OBRA Y OPERACIÓN S.C.
26637,Secretaría de Comunicaciones y Transportes,0,SERVICIOS DE CONSULTORIA MAKING MORE SC
26643,Centro de Enseñanza Técnica Industrial,75400,EMMA MARTINEZ VALENCIA
26644,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,MARIA OLIVIA CRUZ CHAVEZ
26653,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26655,Secretaría de Marina,0,EDITORIAL PARALELO 21 SA DE CV
26656,Servicio de Administración Tributaria,59499.3,AIRE ACONDICIONADO Y REFRIGERACION ARFA SA DE CV
26659,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,MARTIN RASCON HURTADO
26661,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,189509.5,MEDICAL PHARMACEUTICA SA DE CV
26662,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",84348.3,DANIA ANDRADE  PELAYO
26667,Secretaría de Marina,0,FABRICA DE CORDELES DE MEXICO SA DE CV
26668,Dirección General de Carreteras,1739851.12,GRUPO CONSULTOR GAYHER S.A. DE C.V
26669,Comisión Nacional del Agua,0,JULIO CESAR CABRERA RAMIREZ
26670,Comisión Nacional Bancaria y de Valores,0,CARLOS GABRIEL MORENO FERNANDEZ
26672,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,104734.06,PROGRAMACION COMERCIAL APLICADA  S.A. DE C.V.
26673,Instituto Nacional de Bellas Artes y Literatura,0,TERESITA DE JESUS GARCIA HIDALGO
26675,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,LYDIA ZULEYMA DIAZ OCEGUEDA
26676,Secretaría de Cultura,0,GABRIEL SOSA PLATA
26678,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,GEMMA AGUILAR RODRIGUEZ
26679,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
26682,Instituto Nacional de Bellas Artes y Literatura,0,RAFAEL ANGEL SANTIN DEL RIO
26686,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,293865.94,ACCESORIOS PARA LABORATORIOS  S.A. DE C.V.
26687,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,FRANCISCO JAVIER CARDOZA MANZANO
26688,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
26689,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
26690,Secretaría de Cultura,0,ALMA LILIA MARTÍNEZ BAJE
26692,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
26695,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,CUAUHTEMOC ANTONIO ZURITA MASSON
26696,Instituto Nacional de Antropología e Historia,0,"METALURGÍCA MET-MEX PEÑOLES, S.A. DE C.V."
26700,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,LILIA DEL CARMEN RAMIREZ ALARCON
26701,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,1690572.4,ABALAT SA DE CV
26702,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,   ANGEL ISRAEL RIVERA CRAVIOTO
26708,Secretaría de Cultura,0,"CM SERVICIOS ESPECIALIZADOS DE IDIOMA, S.C."
26709,Secretaría de Salud,0,ABASTECEDORA CRUZ-HER SA DE CV
26710,Servicio de Información Agroalimentaria y Pesquera,0,"DESARROLLADORA EN PROYECTOS DE SEGURIDAD ELECTRONICA, IT SA DE CV"
26712,Instituto Mexicano del Transporte,0,PROYECTOS CIVILES E INDUSTRIALES DEL NORESTE SA DE CV
26713,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
26716,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,DECOBOX SA DE CV
26717,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,SERVICIO EXPRESS TUXTLA S.A. DE C.V.
26719,delegación SEDESOL en Durango,406,MARCO ANTONIO SOTO DE LA CRUZ
26720,Instituto Mexicano de Cinematografía,696000,_ _ _
26721,Instituto Nacional de Pediatría,104922,SERVICIOS INTEGRALES DE INGENIERIA PARA LABORATORIO  S.A. DE C.V.
26722,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,GENOVES SERVICIOS INTEGRALES DE LIMPIEZA SA DE CV
26724,Fondo Nacional de Fomento al Turismo,111932.14,GRUPO VIVEPO S.A. DE C.V.
26728,Instituto Nacional de Pesca,1074999.78,STRATOMINDS CAPACITACION SA DE CV
26729,Secretaría de Comunicaciones y Transportes,0,CONSTRUCCIONES Y MATERIALES BASICOS SA DE CV
26730,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,SALVADOR HERNANDEZ LABASTIDA
26731,Televisión Metropolitana S.A. de C.V.,126206.66,JOSE FRANCISCO BRAM JIMENEZ
26732,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,LUIS DAVID MOLINA ABONCE
26735,Servicio de Administración Tributaria,0,ELECTRICIDAD INDUSTRIAL Y MANTENIMIENTO SA DE CV
26737,delegación SEDESOL en Tabasco,12306.44,RODOLFO ROVIROSA GOMEZ
26738,Secretaría de la Función Pública,0,MARTIN MIRANDA RODRIGUEZ
26739,Secretaría de Hacienda y Crédito Público,0,CLAUDIA MARTINEZ GONZALEZ
26741,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
26743,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,34800,CLARA MARIBEL ALONSO  CARRILLO
26746,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,GUILLERMO DEL MONTE CORTÉS
26749,Secretaría de Cultura,0,JUAN ANGEL RAMIREZ MORALES
26751,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,SANDRA SANCHEZ ANDRADE
26752,Dirección General de Bienes Inmuebles y Recursos Materiales,29442261.6,"SEGUROS BANORTE, S. A. DE C. V. GRUPO FINANCIERO BANORTE"
26763,Comisión Nacional de Acuacultura y Pesca,0,"CONSTRUCTORA Y ARRENDADORA CAÑEROS, S.A. DE C.V."
26765,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,43500,"HI TEC MEDICAL, S.A. DE C.V."
26769,Centro SCT México,3484599.69,PAVIMENTOS EDIFICACIONES Y CONSTRUCCIONES TIERRA CALIENTE S.A. DE C.V.
26775,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
26783,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,VICTOR HUGO CHAGRA GUERRERO
26784,Centro SCT Veracruz,2259584.65,CONSTRUCCIONES SIGLO XXX S.A. DE C.V.
26786,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
26788,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
26791,Secretaría de Marina,0,COMERCIALIZADORA MEXICANA OTAG SA DE CV
